index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-22,python,CVE-2021-41131,4ad7ae48fda594b640139c3b7eae21ed5155a102,code/cwe-22/theupdateframework/python-tuf/tuf/ngclient/updater_before.py,code/cwe-22/theupdateframework/python-tuf/tuf/ngclient/updater_before.py,code/cwe-22/theupdateframework/python-tuf/tuf/ngclient/updater_before.py,"[286,290]","[287,299]",,,,,0
cwe-22,python,CVE-2021-43831,41bd3645bdb616e1248b2167ca83636a2653f781,code/cwe-22/gradio-app/gradio/gradio/networking.py,code/cwe-22/gradio-app/gradio/gradio/networking.py,code/cwe-22/gradio-app/gradio/gradio/networking.py,379,"[381,387]","[381,387]",,,,1
cwe-22,python,CVE-2021-43831,41bd3645bdb616e1248b2167ca83636a2653f781,code/cwe-22/gradio-app/gradio/gradio/networking_before.py,code/cwe-22/gradio-app/gradio/gradio/networking_before.py,code/cwe-22/gradio-app/gradio/gradio/networking_before.py,379,"[382,388]",,,,,0
cwe-22,python,CVE-2022-31564,e8f800373b20cb22de70c7a994325b8903877da0,code/cwe-22/woduq1414/munhak-moa/app.py,code/cwe-22/woduq1414/munhak-moa/app.py,code/cwe-22/woduq1414/munhak-moa/app.py,266,274,271,,,,1
cwe-22,python,CVE-2022-31564,e8f800373b20cb22de70c7a994325b8903877da0,code/cwe-22/woduq1414/munhak-moa/app_before.py,code/cwe-22/woduq1414/munhak-moa/app_before.py,code/cwe-22/woduq1414/munhak-moa/app_before.py,265,273,,,,,0
cwe-22,python,CVE-2022-31549,28c985d712d7ac26893433e8035e2e3678fcae9f,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup.py,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup.py,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup.py,78,83,81,,,,1
cwe-22,python,CVE-2022-31549,28c985d712d7ac26893433e8035e2e3678fcae9f,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup_before.py,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup_before.py,code/cwe-22/olmax99/helm-flask-celery/webapiservice/flaskapi/core/app_setup_before.py,78,83,,,,,0
cwe-22,python,CVE-2022-31507,730e7aba192407d35eb37dd7938d49071124be8c,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes.py,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes.py,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes.py,639,671,659,,,,1
cwe-22,python,CVE-2022-31507,730e7aba192407d35eb37dd7938d49071124be8c,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes_before.py,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes_before.py,code/cwe-22/ganga-devs/ganga/ganga/GangaGUI/gui/routes_before.py,639,671,,,,,0
cwe-22,python,CVE-2022-31506,398049c187ee644beabab44d6fece82251c1ea56,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store.py,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store.py,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store.py,88,93,124,,,,1
cwe-22,python,CVE-2022-31506,398049c187ee644beabab44d6fece82251c1ea56,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store_before.py,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store_before.py,code/cwe-22/cmusatyalab/opendiamond/opendiamond/dataretriever/diamond_store_before.py,87,92,,,,,0
cwe-22,python,CVE-2022-35918,80d9979d5f4a00217743d607078a1d867fad8acf,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components.py,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components.py,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components.py,310,333,325,,,,1
cwe-22,python,CVE-2022-35918,80d9979d5f4a00217743d607078a1d867fad8acf,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components_before.py,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components_before.py,code/cwe-22/streamlit/streamlit/lib/streamlit/components/v1/components_before.py,310,325,,,,,0
cwe-22,python,CVE-2022-36081,8d1f94ec86b5b6c3df8ef10051facfb511a78450,code/cwe-22/Linbreux/wikmd/wiki.py,code/cwe-22/Linbreux/wikmd/wiki.py,code/cwe-22/Linbreux/wikmd/wiki.py,128,136,134,,,,1
cwe-22,python,CVE-2022-36081,8d1f94ec86b5b6c3df8ef10051facfb511a78450,code/cwe-22/Linbreux/wikmd/wiki_before.py,code/cwe-22/Linbreux/wikmd/wiki_before.py,code/cwe-22/Linbreux/wikmd/wiki_before.py,128,131,,,,,0
cwe-22,python,CVE-2022-23530,37c7d0767ba28f4df46117d478f97652594c491c,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner.py,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner.py,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner.py,148,163,162,,,,1
cwe-22,python,CVE-2022-23530,37c7d0767ba28f4df46117d478f97652594c491c,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner_before.py,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner_before.py,code/cwe-22/DataDog/guarddog/guarddog/scanners/package_scanner_before.py,149,163,,,,,0
cwe-22,python,CVE-2022-23470,e5e6bda4f014f807ca77ee0cf6af777a55918346,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static.py,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static.py,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static.py,31,61,42,,,,1
cwe-22,python,CVE-2022-23470,e5e6bda4f014f807ca77ee0cf6af777a55918346,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static_before.py,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static_before.py,code/cwe-22/galaxyproject/galaxy/lib/galaxy/web/framework/middleware/static_before.py,31,57,,,,,0
cwe-22,python,CVE-2022-4510,696fe34ed680ffd951bfeca737feb4a0b98dde5c,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs.py,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs.py,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs.py,97,112,107,,,,1
cwe-22,python,CVE-2022-4510,696fe34ed680ffd951bfeca737feb4a0b98dde5c,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs_before.py,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs_before.py,code/cwe-22/ReFirmLabs/binwalk/src/binwalk/plugins/unpfs_before.py,97,112,,,,,0
cwe-22,python,CVE-2023-30620,4419b0f0019c000db390b54d8b9d06e1d3670039,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/namespaces/file.py,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/utils.py,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/utils.py,129,38,33,,,,1
cwe-22,python,CVE-2023-30620,4419b0f0019c000db390b54d8b9d06e1d3670039,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/namespaces/file_before.py,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/namespaces/file_before.py,code/cwe-22/mindsdb/mindsdb/mindsdb/api/http/namespaces/file_before.py,129,137,,,,,0
cwe-22,python,CVE-2023-28459,60722c43cf975f319e94102e6bff320723776890,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html.py,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html.py,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html.py,"[112,128]","[123,144]","[119,138]",,,,1
cwe-22,python,CVE-2023-28459,60722c43cf975f319e94102e6bff320723776890,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html_before.py,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html_before.py,code/cwe-22/pretalx/pretalx/src/pretalx/agenda/management/commands/export_schedule_html_before.py,"[112,126]","[121,134]",,,,,0
cwe-22,python,CVE-2023-32309,b7bb4878d6017c03c8dc97c42d8d3bb6ee81db9d,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets.py,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets.py,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets.py,156,316,163,,,,1
cwe-22,python,CVE-2023-32309,b7bb4878d6017c03c8dc97c42d8d3bb6ee81db9d,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets_before.py,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets_before.py,code/cwe-22/facelessuser/pymdown-extensions/pymdownx/snippets_before.py,155,311,,,,,0
cwe-22,python,CVE-2023-36827,f526d9ffb176006d701493c9d0eff6b4884e811f,code/cwe-22/ethyca/fides/src/fides/api/main.py,code/cwe-22/ethyca/fides/src/fides/api/main.py,code/cwe-22/ethyca/fides/src/fides/api/main.py,169,200,157,,,,1
cwe-22,python,CVE-2023-36827,f526d9ffb176006d701493c9d0eff6b4884e811f,code/cwe-22/ethyca/fides/src/fides/api/main_before.py,code/cwe-22/ethyca/fides/src/fides/api/main_before.py,code/cwe-22/ethyca/fides/src/fides/api/main_before.py,155,180,,,,,0
cwe-22,python,CVE-2023-42819,d0321a74f1713d031560341c8fd0a1859e6510d8,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook.py,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook.py,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook.py,82,90,89,,,,1
cwe-22,python,CVE-2023-42819,d0321a74f1713d031560341c8fd0a1859e6510d8,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook_before.py,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook_before.py,code/cwe-22/jumpserver/jumpserver/apps/ops/api/playbook_before.py,80,87,,,,,0
