index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-601,python,CVE-2021-21337,7eead067898852ebd3e0f143bc51295928528dfa,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper.py,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper.py,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper.py,207,241,234,,,,1
cwe-601,python,CVE-2021-21337,7eead067898852ebd3e0f143bc51295928528dfa,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper_before.py,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper_before.py,code/cwe-601/zopefoundation/Products.PluggableAuthService/src/Products/PluggableAuthService/plugins/CookieAuthHelper_before.py,205,233,,,,,0
cwe-601,python,CVE-2021-32805,6af28521589599b1dbafd6313256229ee9a4fa74,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views.py,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views.py,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views.py,709,717,713,,,,1
cwe-601,python,CVE-2021-32805,6af28521589599b1dbafd6313256229ee9a4fa74,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views_before.py,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views_before.py,code/cwe-601/dpgaspar/Flask-AppBuilder/flask_appbuilder/security/views_before.py,739,743,,,,,0
cwe-601,python,CVE-2022-0697,2d8cb29853190d42572b36deb61127e68d6be574,code/cwe-601/archivy/archivy/archivy/routes.py,code/cwe-601/archivy/archivy/archivy/routes.py,code/cwe-601/archivy/archivy/archivy/helpers.py,266,268,236,,,,1
cwe-601,python,CVE-2022-0697,2d8cb29853190d42572b36deb61127e68d6be574,code/cwe-601/archivy/archivy/archivy/routes_before.py,code/cwe-601/archivy/archivy/archivy/routes_before.py,code/cwe-601/archivy/archivy/archivy/routes_before.py,266,267,,,,,0
cwe-601,python,CVE-2022-0869,8f32f89654d6c30d56e0dd167059d32146fb32ef,code/cwe-601/nitely/Spirit/spirit/admin/views.py,code/cwe-601/nitely/Spirit/spirit/admin/views.py,code/cwe-601/nitely/Spirit/spirit/core/utils/http.py,24,29,18,,,,1
cwe-601,python,CVE-2022-0869,8f32f89654d6c30d56e0dd167059d32146fb32ef,code/cwe-601/nitely/Spirit/spirit/admin/views_before.py,code/cwe-601/nitely/Spirit/spirit/admin/views_before.py,code/cwe-601/nitely/Spirit/spirit/admin/views_before.py,23,28,,,,,0
cwe-601,python,CVE-2022-4589,03396a1c2e0af95e12a45c5faef7e47a4b513e1a,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views.py,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views.py,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views.py,99,107,58,,,,1
cwe-601,python,CVE-2022-4589,03396a1c2e0af95e12a45c5faef7e47a4b513e1a,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views_before.py,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views_before.py,code/cwe-601/cyface/django-termsandconditions/termsandconditions/views_before.py,76,89,,,,,0
cwe-601,python,CVE-2023-39968,290362593b2ffb23c59f8114d76f77875de4b925,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login.py,31,74,58,,,,1
cwe-601,python,CVE-2023-39968,290362593b2ffb23c59f8114d76f77875de4b925,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login_before.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login_before.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/auth/login_before.py,31,61,,,,,0
cwe-601,python,CVE-2021-46898,4ca94bcda0fa2720594506853d85e00c8212968f,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch.py,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch.py,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch.py,31,"[44,48,55,59,74]",32,,,,1
cwe-601,python,CVE-2021-46898,4ca94bcda0fa2720594506853d85e00c8212968f,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch_before.py,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch_before.py,code/cwe-601/sehmaschine/django-grappelli/grappelli/views/switch_before.py,30,"[39,43,50,54,69]",,,,,0
