index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-78,python,CVE-2022-1813,8277cec0f008a0451371a92e7e0bf082ab3f0c34,code/cwe-78/yogeshojha/rengine/web/reNgine/common_func_before.py,code/cwe-78/yogeshojha/rengine/web/reNgine/common_func_before.py,code/cwe-78/yogeshojha/rengine/web/reNgine/common_func_before.py,,,,,,,0
cwe-78,python,CVE-2019-25066,7aa146b724e0e20cfee2c71ca78fafbf53a8767c,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth.py,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth.py,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth.py,,,,,,,1
cwe-78,python,CVE-2019-25066,7aa146b724e0e20cfee2c71ca78fafbf53a8767c,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth_before.py,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth_before.py,code/cwe-78/ajenti/ajenti/ajenti-core/aj/auth_before.py,,,,,,,0
cwe-78,python,CVE-2022-24065,fdffddb31fd2b46344dfa317531ff155e7999f77,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs.py,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs.py,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs.py,,,,,,,1
cwe-78,python,CVE-2022-24065,fdffddb31fd2b46344dfa317531ff155e7999f77,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs_before.py,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs_before.py,code/cwe-78/cookiecutter/cookiecutter/cookiecutter/vcs_before.py,,,,,,,0
cwe-78,python,CVE-2023-28627,66d4be8f0872bd5ddcdc5c5a58cb014d22834a45,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater.py,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater.py,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater.py,,,,,,,1
cwe-78,python,CVE-2023-28627,66d4be8f0872bd5ddcdc5c5a58cb014d22834a45,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater_before.py,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater_before.py,code/cwe-78/pymedusa/Medusa/medusa/updater/github_updater_before.py,,,,,,,0
cwe-78,python,CVE-2023-4033,6dde93758d42455cb90ef324407919ed67668b9b,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend.py,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend.py,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend.py,,,,,,,1
cwe-78,python,CVE-2023-4033,6dde93758d42455cb90ef324407919ed67668b9b,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend_before.py,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend_before.py,code/cwe-78/mlflow/mlflow/mlflow/pyfunc/backend_before.py,,,,,,,0
cwe-78,python,CVE-2023-40581,de015e930747165dbb8fcd360f8775fd973b7d6e,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec.py,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec.py,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec.py,,,,,,,1
cwe-78,python,CVE-2023-40581,de015e930747165dbb8fcd360f8775fd973b7d6e,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec_before.py,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec_before.py,code/cwe-78/yt-dlp/yt-dlp/yt_dlp/postprocessor/exec_before.py,,,,,,,0
cwe-78,python,CVE-2023-45158,936e2260b0c34c44e2f3674a893e96d2a7fad0a3,code/cwe-78/web2py/web2py/gluon/messageboxhandler.py,code/cwe-78/web2py/web2py/gluon/messageboxhandler.py,code/cwe-78/web2py/web2py/gluon/messageboxhandler.py,,,,,,,1
cwe-78,python,CVE-2023-45158,936e2260b0c34c44e2f3674a893e96d2a7fad0a3,code/cwe-78/web2py/web2py/gluon/messageboxhandler_before.py,code/cwe-78/web2py/web2py/gluon/messageboxhandler_before.py,code/cwe-78/web2py/web2py/gluon/messageboxhandler_before.py,,,,,,,0
